title,price,condition,review,city,date,href
Apple MacBook Air A1369 Mid 2011 dalimis,80 €,Būklė: naudota,"Sveiki, dalimis parduodu Apple MacBook Air A1369 (13-inch, Mid 2011). 

Šis skelbimas yra bendro pobūdžio, yra daugiau ardomų tokio modelio kompiuterių. Jei kažko ieškote susisiekite ir atsakysiu ar tuo metu tokią detalę turiu.

Turiu ir kitų...","Kaunas, ...",prieš 10 val.,https://skelbiu.lt//skelbimai/apple-macbook-air-a1369-mid-2011-dalimis-31329361.html
Apple MacBook 12 Gold A1534 dalimis,300 €,Būklė: naudota,"Sveiki, parduodu Apple MacBook A1534 (Retina, 12-inch, Early 2015) dalimis. Korpuso spalva - Gold. Yra ir kitų Apple kompiuterių dalių. Jei turite klausimų dėl dalių, kainų, ar remonto paslaugų - galite susisiekti bet kuriuo Jums patogiu būdu.
...","Kaunas, ...",prieš 10 val.,https://skelbiu.lt//skelbimai/apple-macbook-12-gold-a1534-dalimis-32634059.html
MacBook Pro 2017 15 Touch Bar i7,1 200 €,Būklė: naudota,"!Skambinti tik darbo valandomis!
CPU-Intel Core i7 2,9GHz
SSD- 512GB
RAM-16GB
GPU-Intel HD Graphics 630
GPU-AMD Radeon Pro 560 4GB
LCD-15,4 (2880 x 1080)
GERA BATERIJA
KAINA: 1200€
Tik 13 krovimo ciklų
Siuntimas  nemokamas!


Mus...","Alytus, ...",prieš 10 val.,https://skelbiu.lt//skelbimai/macbook-pro-2017-15-touch-bar-i7-52224247.html
MacBook Pro 15 2017 Space Gray 10/10,1 400 €,Būklė: naudota,"Apple Macbook Pro, 15-inch, 2017, Space Gray

Ekranas - 15,4-inch Retina LED display, 2880 x 1800 pixels
Procesorius - 2.8Ghz quad-core Intel Core i7, L3 cache (Turbo boost iki 3.8Ghz)
Atmintis - 16GB 2133Mhz LPDDR3 SDRAM
Kietasis diskas - 256GB...",Vilnius,prieš 10 val.,https://skelbiu.lt//skelbimai/macbook-pro-15-2017-space-gray-10-10-56885469.html
MacBook Pro 15 Retina i7 SSD 512 16gb RAM,690 €,Būklė: naudota,"Paruodu - Apple Macbook Pro 15 Retina / i7 / SSD 512 /16GB RAM kompiuteris.

Kompiuteris naudotas vieno savininko. Prieš tris mėnesius pakeista batarija - 37 ciklai. Atnaujintas pakrovėjo laidas. 

Parametrai:
CPU i7 2.5GHz
SSD 512GB
RAM...",Kaunas,prieš 10 val.,https://skelbiu.lt//skelbimai/macbook-pro-15-retina-i7-ssd-512-16gb-ram-56389771.html
MacBook Pro 16 i9/16gb/1tb,2 290 €,Būklė: naudota,"MBP 16"" 2019 Retina True Tone, Touch Bar
i9/2.3GHz/16GB/1TB SSD
Intel Core i9 2.3GHz, 8 branduolių (Turbo Boost iki 4.8GHz)
Radeon Pro 5500M 4GB + Intel UHD 630
Space Gray spalva.

Stovis idealus.

Kaina - 2299€ su PVM


Pirktas IDEAL, pilnas...","Vilnius, ...",prieš 11 val.,https://skelbiu.lt//skelbimai/macbook-pro-16-i9-16gb-1tb-56674331.html
"Perku neveikiantį MacBook, MacBook pro,MacBook air",499 €,Būklė: naudota,"Brangiai perku Apple MacBook, MacBook pro, MacBook air kompiuterius.Gali būti apipiltas, sudaužytas, sulaužytas ar tiesiog neveikiantis.Gali buti ir tik dalys,plokstes,sleifai ir tt.",Klaipėda,prieš 11 val.,https://skelbiu.lt//skelbimai/perku-neveikianti-macbook-macbook-pro-macbook-air-14882503.html
"Apple MacBook Retina 13 A1502 2015-i5-2,7gh-8gb",499 €,Būklė: naudota,"Sveiki.Parduodu gero stovio Macbook Retina 13 A1502 2015 metu laidos.Duomenys-CPU-intel i5-2,7GHZ,8GB RAM-1867 MHZ DDR3,256 SSDIntel iris 6100-1536MB baterija 194 ciklai,originalus ykroviklis. .Kaina 499",Klaipėda,prieš 11 val.,https://skelbiu.lt//skelbimai/apple-macbook-retina-13-a1502-2015-i5-2-7gh-8gb-40640859.html
Parduodu Apple MacBook pro Retina A1708-naujas.,720 €,Būklė: naudota,"Sveiki.Parduodu visiskai nauja Macbook Pro retina 13,modelis A1708-i5 2,0 GHZ-8GB RAM-2133MHZ LPDDR3-256GB SSD-Intel iris Plus Graphics 640-1536MB,Retina ekranas 2560x1600.Visiskai naujas ekranas dar su plevelem,visiskai naujas korpusas...",Klaipėda,prieš 11 val.,https://skelbiu.lt//skelbimai/parduodu-apple-macbook-pro-retina-a1708-naujas-52165215.html
"MacBook Pro (Retina, 13-inch, Mid 2014)",420 €,Būklė: naudota,"Kompiuteris tikrai geros būklės, ekranas nenusitrynęs.
Komplektacijoje yra pakrovėjas, taip pat geros būklės, originalus, nėra ""nudrožtas"".
Galios užtenka, veikia puikiai - filmam, naršymui internete ar studijoms tikrai geras...","Panevėžys, ...",prieš 11 val.,https://skelbiu.lt//skelbimai/macbook-pro-retina-13-inch-mid-2014-56625703.html
MacBook Pro (2019)/ Touchbar/ 256gb,850 €,Būklė: naudota,"Garantija ir draudimas iki spalio 24d.
Laidas pradėjęs judėti, todėl papildomai apsaugotas.",Vilnius,prieš 11 val.,https://skelbiu.lt//skelbimai/macbook-pro-2019-touchbar-256gb-56919471.html
"MacBook Air (13-inch,mid 2013)",300 €,Būklė: naudota,"Parduodamas naudotas MacBook Air 
Mid 2013. Puikiai tinka darbui ar pramogoms. Instaliuota naujausia MacOS Big Sur versija. Už papildomą kainą galiu instaliuoti norimas programas. Prieš perkant, kompiuteris bus išvalytas, nuimtas icloud ir...",Kaunas,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-13-inch-mid-2013-56305657.html
"MacBook Air 2020 i3, 8gb, 256gb",685 €,Būklė: naudota,"Labai mažai naudotas, verslo klasės nešiojamasis kompiuteris: MacBook Air 13"" 2020 metų. Kompiuteris tiks tiek darbui, tiek kasdieniam naudojimui. Metalinis korpusas - komfortabilus nešiojimuisi, ilgai laikanti baterija patenkins daugelio...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-2020-i3-8gb-256gb-56187237.html
"MacBook Pro 13"" 2017",585 €,Būklė: naudota,"MacBook Pro 13"" 2017 2,3ghz i5 8gb RAM 250gb SSD

Parduodu mažai naudotą geros komplektacijos MacBook Pro. Lengviausia spręsti apie nešiojamo kompiuterio būklę pagal baterijos nusidėvėjimą: šio kompiuterio krovimo ciklų skaičius 489(baterijos...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2017-56187165.html
Idealios būklės MacBook Pro 15.4 mid 2014,649 €,Būklė: naudota,"MacBook Pro RETINA (mid 2014) modelis su 15 colių ekranu. Korpusas ir ekranas kaip nauji (be įbrėžimų ar įlenkimų). Viskas veikia be priekaištų.

Procesorius Quad-Core Intel Core i7 (2,2 GHz), L3 Cache:	6 MB
RAM 16 GB DDR3 1600 mhz
SSD 256...",Kaunas,prieš 1 d.,https://skelbiu.lt//skelbimai/idealios-bukles-macbook-pro-15-4-mid-2014-46954709.html
Pardodu MacBook Air 13 2017,500 €,Būklė: naudota,"Puikas bukles 10/10. Veikia puikai. Operaciine sistema yra nuotraukuose , akumas laiko gerai,",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/pardodu-macbook-air-13-2017-56660447.html
MacBook pro A1278,190 €,Būklė: naudota,"Macbook pro A1278 veikia puikiai, niekas nestringa. 
Intel core i5 procesorius
8 gb RAM atminties
320 gb talpos HDD
Tinka naudoti mokslams, laisvalaikiui.
Galiu įrašyti tokias programas kaip office, Teams, zoom
Komplekte pakrovėjas",Prienų r.,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-a1278-56860591.html
MacBook Pro (m1/8gb/512gb/space Grey),1 349 €,Būklė: nauja,"Išpakuotas 2021 08 14 (Apple garantija iki 2022 08 13)
Galimas siuntimas.

Plačiau:
https://www.ideal.lt/mac/macbook-pro-13/macbook-pro-13-3-retina-su-touch-bar-m1-8-core-cpu-8-core-gpu-8gb-512gb#134-24,167-19",Kėdainių r.,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-m1-8gb-512gb-space-grey-56761875.html
Apple MacBook pro 13 2012 16gb RAM 256gb SSD,349 €,Būklė: naudota,"Sveiki
Parduodu mylėta ir naudota apple macbook pro 13 maksimalios 16gb ram konfiguracijos
Naudotas 4 metus. Šiemet įdėtas ssd diskas.
Kompiuteris buvo naudojamas grafikai ir puikiai su tuo susitvarkė ir dabar susitvarko. Parduodu nes įsigyjau...",Jurbarko r.,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-2012-16gb-ram-256gb-ssd-56526577.html
Apple MacBook Air,310 €,Būklė: naudota,"Pirktas naujas JAV, 2015 metu. Puikiai veikia, yra keli pabraizymai. Naujai pakeista baterija.",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-55683233.html
MacBook pro 13,185 €,Būklė: naudota,"Veikia gerai.
I5 procesorius, 4gb ram, 256gb ssd.
Su pakroveju",Klaipėda,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-56573959.html
MacBook Pro 13 Retina (Mid 2014),270 €,Būklė: naudota,"Kompiuteris veikia be priekaištų. Ekranas neturi įbrėžimų. Baterija laiko apie 4 val.
Tik neseniai atsitiko bėda: ant ekrano užtiško dezinfekcinio skysčio, kuris pateko po ekranu. Vienoje vietoje, ekrano kampe, užsidėjo plėmas, kurio srityje...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-retina-mid-2014-48391197.html
title,price,condition,review,city,date,href
"MacBook (Retina, 12-inch, 2017) pagamintas 2019",590 €,Būklė: naudota,"Parduodu MacBook, (Retina, 12-inch, 2017) pagaminta 2019 06 03
Itin plonas, labai tylus ir tikrai greitas. Galima įrašyti Windows 10.
Puikiai tiks tiek darbui, tiek studijoms. Parduodu, nes turiu darbinį ir šis deja tik dulkes renka.  Pagal...","Vilnius, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-retina-12-inch-2017-pagamintas-2019-56281961.html
"2015 MacBook Pro 13""",420 €,Būklė: naudota,"2015 metų A1502 modelis. Geros būklės: viskas veikia bet turi kosmetinių pažeidimų. Parduodamas kartu su originaliu pakrovėju. Baterija vis dar išlaiko apie 3-4 valandas. Perrašytas ir paruoštas naudojimui.

Parametrai:
* Intel Core i5 2.7 GHz
*...","Vilnius, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/2015-macbook-pro-13-56819993.html
Apple iMac 21.5 2014 mid,300 €,Būklė: naudota,Apple  imac 21.5 2014 mid  120ssd  greitas    skiles stiklas ekranas sveikas      naudoti galima              kaina  galutine   su magic mouse 2 ir magic keyboard,Kaunas,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-imac-21-5-2014-mid-55149081.html
MacBook 12 1.1ghz 8gb RAM 128ssd 2015m 148ciklai,425 €,Būklė: naudota,"Parduodu mažai naudota Macbook 12
1.1GHz
 8GB ram 
128SSD kietas diskas
2015m ir tik 148 baterijos ciklai.
Pakrovejas dovanu :)

Turi minusa ant ekrano yra mazas ibrežimas.(4-ta nuotrauka)
Be dezutes.

Galiu siusti i kitus miestus.","Kaunas, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-12-1-1ghz-8gb-ram-128ssd-2015m-148ciklai-53745947.html
"2vnt uz 499eur MacBook pro 2015m 2,9-2,7ghz",499 €,Būklė: naudota,"Parduodu 2vnt Macbook pro 13,3 colio 2015metu. 
Abu veikiantys. Tik labiau skirti dalimis, is dvieju padaryti viena gera.

1- Macbook pro 13colio 2.9Hz 8GB 512GB ssd 2015m 928 Ciklai
TRUKUMAI : 
ekrano atsilupusi apsaugine plėvelė vienoje...","Kaunas, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/2vnt-uz-499eur-macbook-pro-2015m-2-9-2-7ghz-53781165.html
Perku MacBook kompiuteri,15 €,Būklė: naudota,"Nupirksiu Macbook Air, Pro kompiuteri. 
Gali būti pilnai veikiantis arba su defektu. 
Domina nuo 2009 iki 2020 metu. 

Taip pat labai domina macbook su daužtu ekranu tik nuo 2018 metu. 
Jeigu kilo klausimu paskambinkite, parašykite. Dėl kainos...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/perku-macbook-kompiuteri-55753839.html
Perku MacBook Air/pro kompiuteri,15 €,Būklė: naudota,"Perku Macbook Air/Pro kompiuterį.
Domina ir be defektu ir su defektais, neveikiantys, baterijos gedimu arba ijungiant rodo klaustuka (2foto)

Taip pat domina modeliai nuo 2019 metu su skilusiu ekranu/matrica

Kaina susitarsime abiems...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/perku-macbook-air-pro-kompiuteri-29314893.html
Perku MacBook kompiuterius,15 €,Būklė: naudota,"Perku Apple Macbook Air, Pro kompiuterius. 
Domina visi variantai, gali buti su defektu, neveikiantys. Domina ir retesni 17 coliu modeliai.

Domina ir su skilusiu ekranu tik nuo 2019 metu. 

Rašykite, skambinkite visada atsakau, atrašau.",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/perku-macbook-kompiuterius-38865555.html
MacBook pro a1229 dalims liko 2 vnt,15 €,Būklė: naudota,"Air parduodas.
Liko pro ir dar kažkoks senas",Kaunas,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-a1229-dalims-liko-2-vnt-56288301.html
MacBook Air 2017,570 €,Būklė: naudota,"Parduodu Macbook Air 2017
Būklė puiki (10/10). 
144 baterijos krovimo ciklai. 
Pridėsiu naują dėklą.
https://support.apple.com/kb/SP753?locale=lt_LT",Klaipėda,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-2017-56871559.html
Naujausias Apple MacBook Pro 13 M1 512 GB,1 120 €,Būklė: nauja,"Naujas, neišpakuotas, su garantija.

https://www.ideal.lt/mac/macbook-pro-13/macbook-pro-13-3-retina-su-touch-bar-m1-8-core-cpu-8-core-gpu-8gb-512gb#134-24,167-19",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/naujausias-apple-macbook-pro-13-m1-512-gb-56693213.html
"MacBook Pro 13-inch (2019) 2,4ghz, 512 GB SSD, 8g",520 €,Būklė: naudota,"Parduodamas MacBook Pro 13-inch (2019),2,4GHz, 512 GB SSD, 8 GB. 
Buvo apipiltas, išvalytas taisyk.lt, pakeista motininė. Kompiuteris veikia. Liko trūkumai (paskutinėse nuotraukose), ant ekrano matosi dėmė, tačiau tai netrukdo darbui ir TouchBar...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-inch-2019-2-4ghz-512-gb-ssd-8g-56886293.html
"Naujas Apple MacBook Pro 13"" M1 512gb",1 140 €,Būklė: nauja,"Naujas, neišpakuotas, 1 metų apple garantija, naujausias modelis, space gray spalvos

13.3"" Retina su True Tone technologija Touch Bar M1 8C CPU/8GB/512GB/8C GPU",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/naujas-apple-macbook-pro-13-m1-512gb-56235187.html
"Apple a1389 retina 15"" ekranas",200 €,Būklė: naudota,"Ekranas puikiai veikiantis, blogas tik lcd šleifas.","Panevėžys, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/apple-a1389-retina-15-ekranas-56371593.html
MacBook Air 2013,210 €,Būklė: naudota,"Parduodu MacBook Air 2013 Mid. Kompiuteris buvo saugomas, naudojau paprastam programavimui ir mokslams. 
Komplekte: pakrovėjas, kompiuteris ir VGA adapteris. 
Baterija laiko gerai.",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-2013-56022327.html
Perkame Apple MacBook kompiuterius,130 €,Būklė: nauja,"Domina visi nauji ir naudoti MacBookai
Galime nupirkti didesni kieki

Domina ir kita elektronika","Kaunas, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/perkame-apple-macbook-kompiuterius-56167747.html
Perkame Apple MacBook naujus ir naudotus,130 €,Būklė: nauja,"Domina visi MacBook modeliai nuo 2019m, perkame naujus ir naudotus, galime nupirkti didesni kieki

Domina ir kita Apple produkcija","Kaunas, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/perkame-apple-macbook-naujus-ir-naudotus-56612873.html
Apple MacBook pro 2011 early 2and generation I7,130 €,Būklė: naudota,"Parduodu paskutinius 3vienetus apple macbook pro 2011 early, kompai parvezti is svedijos.

parametrai:
Intel i7-2635QM 2,0ghz
4gb ddr3
500gb-750gb hdd
Neturi baterijos
Be pakrovejo

kadangi nepilnos komplektacijos todel ir kaina nedidele",Kaunas,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-2011-early-2and-generation-i7-56277869.html
Nauji Apple MacBook Pro 13 M1 512gb,1 100 €,Būklė: nauja,"Parduodami nauji, neišpakuoti Apple MacBook Pro 13 M1 512GB.  Spalva - space gray. Pirkti užsienyje, sąskaitų nėra. Galioja tarptautinė garantija metams. 
Niekur nesiunčiu, tik susitikimu Vilniuje, skambinkite jeigu tikrai susidomėjote, sukčiai...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/nauji-apple-macbook-pro-13-m1-512gb-56820893.html
Ibook G3 model m6497,35 €,Būklė: naudota,"Neblogo stovio 2001m gamybos vintazinis Imacas su originaliu pakroveju, baterija nelaiko.",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/ibook-g3-model-m6497-56774003.html
MacBook Air mid 2013 256ssd,250 €,Būklė: naudota,"Tvarkingas, yra deze ir originalus pakrovejas",Ukmergės r.,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-mid-2013-256ssd-46776929.html
"Apple MacBook Pro 13"" 2020 16gb/512gb",1 250 €,Būklė: nauja,"Visiškai naujas
Tarptautinė garantija

MacBook Pro (Touch Bar) 13.3"", Intel i5 2.0GHz (Turbo Boost iki 3.8GHz), 16GB, 512GB, Intel Iris Plus, Space Gray (2020)",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-2020-16gb-512gb-56708519.html
MacBook Pro 2015 Retina,300 €,Būklė: naudota,"Parduodamas Macbook Pro Retina kompiuteris. Viskas veikia gerai, didelių defektų nėra, tik kompiuteris turi staingate ant ekrano. Naudojant kompiuterį tai visiškai netrukdo. Baterija laiko gerai. Galiu siųsti paštomatu arba išperkamuoju",Šiauliai,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-2015-retina-56732615.html
MacBook pro 13,320 €,Būklė: naudota,"Macbook pro mid 2012 8Gb RAM core i5 baterija laiko apie 5 valandas dirbant su excel. 120Gb SSD, vietoi dvd skaitytuvo įdėtas 750Gb HDD, norint pirkėjui galiu duoti ir skaitytuvą.

Įrašytas MacOS Catalina

Isvalytos dulkės, dirba tyliai.
...",Plungės r.,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-56911181.html
title,price,condition,review,city,date,href
Apple MacBook Pro Retina A1425 Late 2012 i5 / 8gb,450 €,Būklė: naudota,"Parduodu Apple MacBook Pro A1425 RETINA Late 2012 i5 / 8gb / 128gb / cycle 699 / Silver

Laptopas turi pabraizymu, ekranas geros bukles, viskas puikiai veikia.

Kompiuteris ir originalus kroviklis.",Klaipėda,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-retina-a1425-late-2012-i5-8gb-54431999.html
MacBook Pro A1502 Mid-2014,350 €,Būklė: naudota,"MACBOOK PRO 13.3 RETINA DC I5 2.6GHZ/8GB/128GB (A1502)

Gero stovio
Mylėtas ir saugotas

Procesorius: Intel i5 Dual Core 2.6GHz (Turbo Boost up to 3.1GHz with 3MB L3 cache) Haswell, 128GB


NAUJAI perrašyta operacinė sistema, kompiuteris pilnai...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-a1502-mid-2014-55897367.html
Apple MacBook Air 11-inch,130 €,Būklė: naudota,"Viskas veikia puikiai.
SSD 120 GB. 

Baterija laiko neilgai - pilnai pakrauta apie 2-3h.
Ekrano viršuje įlenkti kampai (matosi foto).

Kaina galutinė.
Kompiuterio dėklą dovanoju.",Kaunas,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-11-inch-56664587.html
"MacBook pro 13"" retina 8gb/256gb",230 €,Būklė: nauja,"Parduodamas puikiai veikiantis naudotas Macbook PRO 13"" retina 2012 late kompiuteris.
Parametrai:
8GB RAM
256GB SSD
i5 2.5GHz dual-core
Lapkritį keista baterija, tai prasuka kol kas tik apie 200+ ciklų.

Pats dar naudojau...",Kaunas,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-quot-retina-8gb-256gb-56664583.html
Apple MacBook pro 13,255 €,Būklė: naudota,"Apple Macbook pro 13
( 2012 - MID )
Core i5-2,5GHz, 8GB DDR3 1600Mhz RAM, 256 SSD
baterija laiko gerai ( 562 krovimo ciklu )
Bukle: turi maza ilenkima kampe, ekranas neskiles ir nesubraizytas,  keleta smulkiu pabraizimu
High Sierra OS
 ...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-56289741.html
MacBook pro,150 €,Būklė: naudota,Macbook pro 13 mid 2010 sviecianti  klavetura orginalus pakrovejas,Panevėžys,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-55451241.html
"Apple A1181 laptop 2 GHz Intel core 2 Duo, 2 GB",99 €,Būklė: naudota,"Apple A1181 laptop 2 Ghz Intel core 2 Duo, 2 GB/ hdd 120 gb
 
Aprašyma rasite čia

https://technogroup.shop/collections/laptops-computer/products/apple-a1181-laptop-2-ghz-intel-core-2-duo-2-gb

Galite siūlyti savo kainas!

Pristatome į visus...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-a1181-laptop-2-ghz-intel-core-2-duo-2-gb-55391803.html
"MacBook 12-inch, Retina, Early 2016",330 €,Būklė: naudota,"Naudotas MacBook (Retina, 12-inch, Early 2016)

1,1 GHz Dual-Core Intel Core m3
8 GB 1867 MHz LPDDR3
Intel HD Graphics 515 1536 MB
256GB
Baterija: Cycle Count: 1085

Kompiuteris turi keletą įbrėžimų, naudojimui netrukdo.

Vilnius",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-12-inch-retina-early-2016-56910163.html
Apple air 13 2014 early 256 SSD,300 €,Būklė: naudota,Gero stovio apple kompiuteris viskas matosi nuotraukuose,Kita,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-air-13-2014-early-256-ssd-52687259.html
MacBook Pro 2017 13 256gb,650 €,Būklė: naudota,"Naudotas MacBook pro 2017 metų, su kovo pabaigoje pakeistu apatiniu korpusu (trackpad, baterija, klaviatūra).

Kadangi pakeista apatinė dalis, baterija šiuo metu turi vos 27 ciklus, tad laiko kaip naujas.

Ekranas švarus, korpusas taip pat....",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-2017-13-256gb-56428325.html
"MacBook Pro 2019, garantija 2021-11-24 /2024-11-24",850 €,Būklė: naudota,"Parduodu naudotą Macbook Pro 2019. Kompiuteris pirktas Lietuvoje iš Topo centro. Mokėta 1500 Eur.

Kompiuteris yra labai geros būklės 10/10, visuomet buvo saugomas, pagrinde naudotas prijungtas prie išorinio monitoriaus, išorinės klaviatūros...",Kaunas,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-2019-garantija-2021-11-24-2024-11-24-56766115.html
